,0
7842,7842
7843,7843
7844,7844
7845,7845
7846,2657
7847,2657
7848,7848
7849,7849
7850,7850
7851,7851
7852,7852
7853,7853
7854,7854
7855,7855
7856,7856
7857,7857
7858,7858
7859,7859
7860,7860
7861,7861
7862,7862
7863,7863
7864,7864
7865,7865
7866,7866
7867,7867
7868,7868
7869,7869
7870,7870
7871,7871
7872,7872
7873,7873
7883,7883
7884,7884
7885,7885
7886,7886
7887,7887
7888,7888
7889,7889
7890,7890
7891,7891
7892,7892
7893,7893
7894,7894
7895,7895
7896,7897
7897,7897
7898,7898
7899,7899
7900,7900
7901,7901
7902,7902
7903,7903
7905,5815
7906,7906
7907,7907
7908,7908
7909,7909
7910,7910
7911,7911
7912,7912
7913,7913
7914,7914
7915,7915
7916,7916
7917,7917
7918,7918
7919,7919
7920,7920
7921,7921
7922,7922
7923,7923
7924,7924
7925,7925
7926,7926
7927,7927
7928,7928
7929,7929
7930,7930
7931,7931
7932,7932
7933,7933
7934,7934
7935,7935
7936,7936
7937,7937
7938,7938
7939,7939
7940,7940
7941,7941
7942,7942
7945,7945
7946,7946
7947,7947
7948,3825
7949,7949
7950,7950
7952,7952
7953,7953
7954,7954
7966,7966
7969,7969
7970,7970
7976,7976
7977,7977
7978,7978
7979,7979
7985,1707
7994,1756
7995,7995
7996,7996
8000,8000
8005,8005
8006,8006
8012,4638
8013,8013
8014,8014
8015,8015
8016,8016
8017,8017
8019,8019
8020,8020
8021,8021
8022,8022
8023,8023
8024,8024
8025,8025
8026,8026
8027,8027
8028,8028
8029,8029
8030,8030
8032,8032
8033,8033
8034,8034
8035,8035
8036,8036
8037,8037
8038,8038
8039,8039
8040,8040
8041,8041
8042,8042
8043,8043
8088,8088
8089,8089
8090,8090
8091,8091
8092,8092
8093,8093
8094,8860
8095,8095
8099,8099
8100,8100
8101,8101
8102,8102
8103,3269
8104,8104
8111,8111
8112,8112
8113,8113
8114,8114
8115,8115
8116,8116
8117,8117
8118,8118
8119,8119
8120,8120
8121,8121
8125,8125
8128,8128
8130,8130
8131,8131
8132,8132
8133,8133
8135,8135
8136,8136
8137,8137
8138,8138
8139,8139
8140,4125
8141,8141
8142,8142
8143,8143
8144,8144
8145,8145
8147,3387
8148,8148
8149,8149
8150,7897
8151,8151
8152,5792
8154,8154
8155,8155
8156,8156
8157,8157
8158,8158
8159,8159
8160,8160
8161,8161
8162,8162
8163,8163
8164,8164
8165,8165
8166,8166
8167,8167
8168,8168
8171,8171
8172,8172
8173,8173
8174,8174
8175,8175
8176,8176
8177,8177
8178,8178
8179,8179
8180,8180
8181,8181
8182,8182
8183,8183
8184,8184
8185,8185
8186,8186
8187,8187
8188,8188
8189,8189
8208,8208
8209,8209
8210,8210
8213,8213
8214,8214
8215,8215
8217,8217
8219,8219
8220,7179
8221,7356
8222,8222
8223,8223
8224,8224
8225,8225
8226,7179
8227,7356
8228,8228
8229,8229
8230,1731
8231,7356
8232,8232
8234,8234
8237,8237
8238,8238
8239,8239
8240,8240
8243,8243
8244,8244
8245,8245
8246,8246
8247,8247
8248,8248
8250,8250
8252,8252
8253,8253
8255,1778
8256,8256
8257,8257
8258,8258
8259,8259
8260,8260
8261,8261
8263,8263
8264,8264
8266,8266
8267,8267
8268,8268
8269,8269
8271,8271
8272,5787
8274,8274
8275,8275
8276,8276
8277,1452
8278,8278
8280,8280
8281,8281
8283,8283
8284,8284
8285,8285
8286,8286
8287,8287
8288,8288
8289,8289
8290,8290
8291,8291
8293,8293
8294,8294
8295,8295
8297,8297
8299,8299
8300,8300
8301,8301
8304,8304
8307,8307
8308,8308
8309,8309
8310,8310
8311,8311
8312,8312
8313,8313
8315,8315
8318,8318
8319,8319
8321,8321
8322,8322
8323,8323
8325,4839
8326,8326
8327,8327
8328,8328
8329,8329
8330,8309
8331,8331
8332,8332
8333,8333
8337,8337
8338,8338
8340,8340
8341,8341
8344,8344
8345,8345
8349,8349
8350,8350
8351,8351
8352,8352
8353,8353
8354,8354
8355,8355
8356,4800
8357,8357
8358,8358
8359,8359
8361,8361
8362,8362
8364,8364
8365,8365
8367,8367
8369,8369
8370,8370
8372,8372
8373,8373
8377,8377
8379,8379
8383,8383
8385,8385
8386,8386
8387,8387
8388,8388
8390,8390
8391,8391
8393,8393
8394,8394
8395,8395
8397,8397
8398,8398
8401,8401
8402,8402
8404,8404
8405,8405
8406,8406
8407,5711
8408,5699
8410,8410
8411,6820
8413,8413
8414,8414
8415,8415
8416,8416
8418,8418
8419,8419
8420,8420
8421,8421
8423,8423
8424,6832
8426,8426
8427,8427
8429,8429
8430,8430
8431,8431
8432,8432
8434,8434
8435,8435
8436,8436
8437,8437
8438,8438
8439,8439
8440,8440
8441,8441
8443,8443
8446,8446
8447,8447
8448,8448
8449,8449
8450,8450
8451,8451
8452,8452
8453,8453
8454,8454
8455,8455
8456,8456
8458,8458
8459,8459
8460,8460
8461,8461
8462,8462
8464,8464
8465,8465
8466,8466
8467,8467
8468,8468
8470,8470
8471,8471
8472,8472
8473,8473
8474,8474
8475,8475
8476,8476
8477,8477
8478,8478
8479,7248
8480,8480
8482,8482
8483,8483
8484,8484
8485,8485
8486,8486
8487,8487
8489,8489
8490,8490
8491,8491
8494,8494
8495,4867
8496,8496
8497,8497
8498,8498
8504,6832
8505,8505
8508,8508
8509,8509
8510,8510
8511,8511
8512,4920
8513,8513
8514,8514
8515,8515
8516,8516
8517,8517
8519,8519
8520,5943
8522,8522
8523,4573
8524,8524
8525,8525
8526,6832
8527,8527
8528,8528
8529,8529
8530,8530
8531,8531
8533,8533
8535,8535
8538,8538
8539,8539
8540,8540
8541,8541
8543,8543
8544,8544
8545,8545
8548,8548
8549,8549
8550,8550
8552,8552
8553,4886
8554,8554
8555,8555
8557,8557
8559,8559
8560,8560
8561,8561
8562,8562
8563,8563
8564,8564
8565,8565
8566,8566
8567,8567
8568,1736
8570,8570
8571,8571
8572,8572
8574,8574
8575,8575
8576,8576
8577,8577
8578,8578
8579,8579
8581,8581
8582,8582
8584,8584
8586,8586
8588,8588
8589,8589
8590,8590
8591,8591
8592,8592
8593,8593
8594,8594
8596,8596
8597,8597
8598,8598
8599,8599
8600,8600
8601,8601
8602,8602
8603,8603
8604,8604
8605,8605
8606,8606
8608,8608
8609,8609
8610,8610
8611,8611
8612,8612
8613,8613
8614,8614
8615,8615
8616,8616
8617,8617
8618,1785
8619,8619
8621,8621
8622,8622
8623,6358
8626,8626
8627,8627
8628,8628
8629,8629
8630,8630
8631,8631
8632,8632
8636,8636
8637,5600
8638,8638
8639,8639
8642,8642
8643,8643
8644,8644
8646,8646
8648,8648
8649,8649
8650,8650
8651,3732
8652,3825
8653,8653
8654,8654
8655,8655
8656,8656
8657,1679
8659,8659
8660,8660
8662,8662
8663,8663
8665,2482
8666,8666
8667,8667
8668,8668
8669,5600
8670,8670
8671,8671
8672,8672
8676,8676
8677,8677
8679,8679
8680,8680
8682,8682
8683,4638
8684,8684
8685,8685
8686,8686
8688,8688
8690,8690
8691,6832
8692,8692
8693,8693
8696,8696
8697,8697
8698,8698
8699,8699
8700,8700
8701,8701
8703,8703
8705,8705
8706,8706
8707,8707
8708,2759
8710,8710
8711,8711
8712,8712
8713,8713
8714,8714
8716,8716
8717,8717
8720,8720
8721,8721
8723,6832
8724,8724
8725,8725
8726,8726
8727,2031
8728,8728
8729,8729
8730,8730
8731,8731
8732,8732
8733,8733
8734,8734
8736,8736
8737,8737
8738,8738
8740,8740
8741,8741
8742,8742
8743,8743
8744,8744
8745,8745
8746,8746
8747,8747
8750,8750
8751,8751
8752,8752
8753,8753
8756,8756
8757,8757
8758,1778
8759,8759
8761,8761
8762,8762
8763,8763
8766,8766
8767,8767
8768,8768
8769,8769
8771,8771
8772,8772
8773,8773
8774,8774
8775,8775
8776,8776
8777,8777
8780,8780
8781,8781
8783,8783
8784,8784
8785,8785
8787,8787
8789,8789
8790,8790
8791,8791
8792,8792
8793,8793
8795,8795
8796,4447
8797,8797
8799,6832
8800,8800
8801,8801
8804,8804
8805,8805
8806,8806
8807,8807
8808,8808
8809,8809
8810,8810
8811,8811
8812,8812
8815,8815
8816,8816
8817,6794
8819,8819
8820,8820
8821,4137
8822,8822
8823,8823
8824,8824
8825,3600
8826,8826
8827,8827
8828,8828
8829,8829
8830,8830
8831,4742
8832,8832
8834,8834
8835,8835
8836,8836
8837,8837
8838,8838
8839,8839
8840,8840
8841,8841
8842,8842
8843,8843
8844,8844
8845,8845
8847,8847
8848,8848
8851,8851
8852,8852
8853,8853
8856,8856
8857,6820
8858,8858
8859,8859
8860,8860
8861,8861
8863,8863
923,929
924,929
927,927
929,929
930,929
931,7762
939,8355
944,1282
